week,speaker,date,listeners,pol_label,pol_score,sen_label,sen_score
330,U03S3QBFKED,8/8/2022,"['U03RTJ7MJ68', 'U0RFXPUFK']",impolite,0.25043654,neu,0.455646266
330,U0RFXPUFK,8/8/2022,['U03RTJ7MJ68'],polite,0.77637357,pos,0.61782916
330,U03S3QBFKED,8/8/2022,,impolite,0.11931927,neg,0.190071777
330,U0RFXPUFK,8/8/2022,['U03S3QBFKED'],impolite,0.40947956,pos,0.565393677
331,U03SESRETRN,9/8/2022,['U03RTJ7MJ68'],polite,0.85975474,neg,0.197961756
331,U03RTJ7MJ68,9/8/2022,,polite,0.58984876,pos,0.605336694
331,U03RTJ7MJ68,10/8/2022,,impolite,0.24529411,neg,0.10717221
331,U03S3QBFKED,10/8/2022,['U03RTJ7MJ68'],impolite,0.38293433,pos,0.725549285
331,U03S3QBFKED,10/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",polite,0.812803,neu,0.455646266
331,U03RTJ7MJ68,10/8/2022,,polite,0.8088048,pos,0.866253904
331,U0RFXPUFK,10/8/2022,,polite,0.8923913,pos,0.768451044
331,U03SESRETRN,10/8/2022,['U0RFXPUFK'],polite,0.7826299,pos,0.768998959
331,U03SESRETRN,10/8/2022,['U0RFXPUFK'],polite,0.6603745,pos,0.75278067
331,U0RFXPUFK,10/8/2022,,polite,0.79132354,pos,0.774752068
331,U03S3QBFKED,10/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",impolite,0.35076034,neu,0.455646266
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],polite,0.9330861,pos,0.768998959
331,U0RFXPUFK,10/8/2022,,polite,0.8649936,neu,0.455646266
331,U03S3QBFKED,10/8/2022,,impolite,0.10075464,neg,0.224700016
331,U03S3QBFKED,10/8/2022,,polite,0.5812943,pos,0.776669772
331,U03S3QBFKED,10/8/2022,,impolite,0.42954496,neu,0.455646266
331,U03S3QBFKED,10/8/2022,,impolite,0.08465403,neu,0.455646266
331,U03S3QBFKED,10/8/2022,,polite,0.8525619,neu,0.455646266
331,U03S3QBFKED,10/8/2022,,polite,0.81376666,neu,0.455646266
331,U03SESRETRN,10/8/2022,,impolite,0.30511525,pos,0.669497562
331,U03SESRETRN,10/8/2022,,impolite,0.36879858,pos,0.685825434
331,U0RFXPUFK,10/8/2022,['U03S3QBFKED'],polite,0.8803488,pos,0.743630486
331,U0RFXPUFK,10/8/2022,,polite,0.9191434,pos,0.898032984
331,U03SESRETRN,10/8/2022,['U0RFXPUFK'],polite,0.82971996,pos,0.92564791
331,U0RFXPUFK,10/8/2022,,polite,0.78120565,pos,0.696948112
331,U03S3QBFKED,10/8/2022,,polite,0.8769854,pos,0.629992877
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],impolite,0.42775068,neu,0.455646266
331,U0RFXPUFK,10/8/2022,['U03S3QBFKED'],polite,0.9054377,pos,0.825872555
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],impolite,0.20686407,neg,0.281299655
331,U0RFXPUFK,10/8/2022,,polite,0.8706028,pos,0.65355323
331,U0RFXPUFK,10/8/2022,,polite,0.62054694,pos,0.65355323
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],impolite,0.4437729,pos,0.804613446
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],impolite,0.24118674,neg,0.194455098
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],polite,0.8238836,neu,0.455646266
331,U0RFXPUFK,10/8/2022,['U03S3QBFKED'],polite,0.7501642,pos,0.837214399
331,U03S3QBFKED,10/8/2022,,impolite,0.2763444,neu,0.455646266
331,U03S3QBFKED,10/8/2022,['U0RFXPUFK'],polite,0.8196318,pos,0.592625062
331,U03S3QBFKED,11/8/2022,"['U03SESRETRN', 'U0RFXPUFK', 'U03RTJ7MJ68', 'U0RMHEX53']",impolite,0.05117974,neu,0.455646266
331,U03S3QBFKED,11/8/2022,,polite,0.51971775,neu,0.455646266
331,U03S3QBFKED,11/8/2022,['U0RFXPUFK'],polite,0.86988455,neu,0.455646266
331,U03SESRETRN,11/8/2022,['U03S3QBFKED'],impolite,0.4833475,neu,0.455646266
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.9448779,pos,0.776669772
331,U03S3QBFKED,11/8/2022,,polite,0.85314006,pos,0.629992877
331,U0RMHEX53,11/8/2022,['U03S3QBFKED'],polite,0.7337046,pos,0.605336694
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.71122855,pos,0.791189524
331,U03S3QBFKED,11/8/2022,,polite,0.8596409,pos,0.61782916
331,U03S3QBFKED,11/8/2022,,polite,0.80218554,pos,0.77913539
331,U03RTJ7MJ68,11/8/2022,['U03S3QBFKED'],polite,0.8096774,pos,0.885485727
331,U03S3QBFKED,11/8/2022,,impolite,0.2763341,neu,0.455646266
331,U03S3QBFKED,11/8/2022,,impolite,0.36409593,neu,0.455646266
331,U03S3QBFKED,11/8/2022,,polite,0.93972087,pos,0.686592515
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.8195156,pos,0.65355323
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],impolite,0.29336113,neu,0.455646266
331,U03S3QBFKED,11/8/2022,,polite,0.7598073,pos,0.756287327
331,U03S3QBFKED,11/8/2022,,polite,0.5088872,neg,0.224700016
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.782353,pos,0.716837434
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.741153,pos,0.675853378
331,U0RMHEX53,11/8/2022,['U03S3QBFKED'],polite,0.585957,neu,0.455646266
331,U03S3QBFKED,11/8/2022,,polite,0.6796108,neu,0.44857816
331,U03RTJ7MJ68,11/8/2022,['U03S3QBFKED'],polite,0.5817627,pos,0.853925812
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.8399016,pos,0.858418717
331,U0RMHEX53,11/8/2022,['U03S3QBFKED'],polite,0.83194435,pos,0.726261575
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.7969941,pos,0.949208263
331,U03S3QBFKED,11/8/2022,['U0RFXPUFK'],polite,0.93759644,pos,0.65355323
331,U03S3QBFKED,11/8/2022,,polite,0.87418425,pos,0.65355323
331,U03S3QBFKED,11/8/2022,,polite,0.8460198,neu,0.455646266
331,U03S3QBFKED,11/8/2022,['U0RFXPUFK'],polite,0.6694589,pos,0.692838749
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.88309216,pos,0.780395595
331,U03S3QBFKED,11/8/2022,,polite,0.9190347,neu,0.455646266
331,U0RMHEX53,11/8/2022,['U03S3QBFKED'],impolite,0.47096828,neu,0.455646266
331,U03S3QBFKED,11/8/2022,['U03RTJ7MJ68'],impolite,0.38955462,pos,0.941099118
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.81500036,pos,0.74450715
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.8592646,pos,0.579639472
331,U0RFXPUFK,11/8/2022,['U03S3QBFKED'],polite,0.5186901,neu,0.455646266
331,U0RFXPUFK,11/8/2022,,polite,0.80433935,neg,0.344803024
331,U0RMHEX53,11/8/2022,['U0RFXPUFK'],impolite,0.042966485,neu,0.455646266
331,U03RTJ7MJ68,11/8/2022,['U0RFXPUFK'],polite,0.75194526,pos,0.780395595
331,U0RMHEX53,11/8/2022,"['U03RTJ7MJ68', 'U03S3QBFKED']",polite,0.8440506,pos,0.61782916
331,U0RFXPUFK,11/8/2022,,polite,0.8702997,neu,0.455646266
331,U03S3QBFKED,11/8/2022,"['U03RTJ7MJ68', 'U0RMHEX53']",polite,0.7793477,neu,0.455646266
331,U03RTJ7MJ68,12/8/2022,['U03S3QBFKED'],impolite,0.10097342,neg,0.145307106
331,U03S3QBFKED,12/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",impolite,0.09844386,neu,0.455646266
331,U03S3QBFKED,12/8/2022,,polite,0.64191854,neu,0.455646266
331,U03RTJ7MJ68,12/8/2022,['U03S3QBFKED'],polite,0.87264556,pos,0.693222289
331,U0RFXPUFK,12/8/2022,,polite,0.7535346,pos,0.657279053
331,U0RFXPUFK,12/8/2022,,polite,0.8523498,pos,0.824886308
331,U0RFXPUFK,12/8/2022,['U03S3QBFKED'],impolite,0.36946434,neu,0.455646266
331,U0RMHEX53,12/8/2022,['U03S3QBFKED'],polite,0.7556551,pos,0.763684182
331,U03RTJ7MJ68,12/8/2022,['U03S3QBFKED'],polite,0.52969307,pos,0.882910525
331,U0RFXPUFK,14/8/2022,,polite,0.8901685,pos,0.983946085
331,U0RFXPUFK,14/8/2022,"['U03RTJ7MJ68', 'U03S3QBFKED', 'U03SESRETRN']",polite,0.8624498,pos,0.629992877
331,U03S3QBFKED,15/8/2022,"['U03RTJ7MJ68', 'U0RMHEX53', 'U0RFXPUFK']",impolite,0.44385552,neu,0.455646266
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],polite,0.5835762,pos,0.65355323
331,U03RTJ7MJ68,15/8/2022,['U0RFXPUFK'],impolite,0.22310847,neu,0.455646266
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.5290298,neu,0.455646266
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.8867354,pos,0.956111994
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],polite,0.8057041,pos,0.65355323
331,U03S3QBFKED,15/8/2022,,impolite,0.28023076,neu,0.455646266
331,U03S3QBFKED,15/8/2022,['U03RTJ7MJ68'],impolite,0.44503456,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,impolite,0.22669438,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,polite,0.6510821,pos,0.65355323
331,U03S3QBFKED,15/8/2022,,impolite,0.039356746,pos,0.685825434
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],impolite,0.48273864,neu,0.455646266
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],impolite,0.42896777,pos,0.896553614
331,U03S3QBFKED,15/8/2022,,impolite,0.17720628,pos,0.65355323
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],impolite,0.39317128,neu,0.455646266
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],polite,0.58693516,pos,0.790641609
331,U03S3QBFKED,15/8/2022,,impolite,0.4747636,neu,0.455646266
331,U03RTJ7MJ68,15/8/2022,['U03S3QBFKED'],impolite,0.11612897,pos,0.61782916
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],polite,0.8159284,pos,0.629992877
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],polite,0.8465423,neu,0.455646266
331,U03S3QBFKED,15/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",impolite,0.09641705,neu,0.455646266
331,U03RTJ7MJ68,15/8/2022,['U03S3QBFKED'],impolite,0.48829928,pos,0.804613446
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],impolite,0.30173504,pos,0.65355323
331,U03S3QBFKED,15/8/2022,,impolite,0.36452505,pos,0.65355323
331,U0RMHEX53,15/8/2022,['U03S3QBFKED'],polite,0.58589935,pos,0.605336694
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],polite,0.9572338,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,polite,0.7984175,neu,0.455646266
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.6738257,neg,0.09780286
331,U03S3QBFKED,15/8/2022,,polite,0.8010947,pos,0.707029752
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],impolite,0.41782144,pos,0.688510219
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.539627,pos,0.641937428
331,U03S3QBFKED,15/8/2022,,polite,0.9164257,pos,0.836337735
331,U03S3QBFKED,15/8/2022,,impolite,0.14609012,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,polite,0.8885912,neu,0.455646266
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],impolite,0.35664862,pos,0.592625062
331,U0RFXPUFK,15/8/2022,,polite,0.85545415,pos,0.82642047
331,U03SESRETRN,15/8/2022,['U0RFXPUFK'],polite,0.53375113,neu,0.455646266
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],polite,0.64671135,pos,0.870911183
331,U0RFXPUFK,15/8/2022,['U03SESRETRN'],polite,0.9026685,pos,0.910361076
331,U0RFXPUFK,15/8/2022,,polite,0.81179166,pos,0.689222508
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],impolite,0.37271348,neu,0.455646266
331,U03SESRETRN,15/8/2022,['U03S3QBFKED'],polite,0.7938504,pos,0.65355323
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],impolite,0.062538534,neu,0.455646266
331,U03S3QBFKED,15/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",polite,0.89128476,pos,0.900882143
331,U03S3QBFKED,15/8/2022,,impolite,0.05806701,neu,0.455646266
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],polite,0.6683158,pos,0.888828009
331,U03S3QBFKED,15/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",impolite,0.23121695,pos,0.592625062
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.77724004,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,polite,0.90449035,neu,0.455646266
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.6921147,neu,0.455646266
331,U0RFXPUFK,15/8/2022,['U03S3QBFKED'],polite,0.881257,pos,0.664840283
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],polite,0.86629504,pos,0.768998959
331,U03S3QBFKED,15/8/2022,['U0RFXPUFK'],impolite,0.2595385,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,polite,0.909045,pos,0.65355323
331,U03S3QBFKED,15/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",polite,0.81169814,neu,0.455646266
331,U03S3QBFKED,15/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",polite,0.89508617,pos,0.660347378
331,U0RMHEX53,15/8/2022,['U03S3QBFKED'],polite,0.5478045,neu,0.455646266
331,U0RMHEX53,15/8/2022,['U03S3QBFKED'],impolite,0.33215827,neu,0.455646266
331,U03S3QBFKED,15/8/2022,,polite,0.74659747,neu,0.455646266
331,U03S3QBFKED,15/8/2022,['U0RMHEX53'],impolite,0.32967025,neu,0.455646266
331,U03SESRETRN,15/8/2022,['U0RFXPUFK'],polite,0.74677014,pos,0.953208043
332,U03S3QBFKED,16/8/2022,['U0RFXPUFK'],polite,0.6652596,neu,0.455646266
332,U0RFXPUFK,16/8/2022,['U03S3QBFKED'],polite,0.80628,pos,0.865158074
332,U03RTJ7MJ68,16/8/2022,['U0RFXPUFK'],polite,0.73209,pos,0.935893924
332,U03S3QBFKED,16/8/2022,['U0RFXPUFK'],polite,0.7963877,pos,0.780395595
332,U03S3QBFKED,16/8/2022,,polite,0.90120584,neu,0.455646266
332,U03S3QBFKED,16/8/2022,,polite,0.9631225,pos,0.641937428
332,U03RTJ7MJ68,16/8/2022,,polite,0.8556983,pos,0.604350447
332,U03RTJ7MJ68,16/8/2022,['U0RFXPUFK'],polite,0.7978407,neg,0.215166292
332,U03SESRETRN,16/8/2022,,polite,0.8728127,pos,0.790641609
332,U03RTJ7MJ68,16/8/2022,['U03S3QBFKED'],polite,0.6474829,pos,0.707029752
332,U03RTJ7MJ68,16/8/2022,"['U03S3QBFKED', 'U0RMHEX53']",impolite,0.32138312,neu,0.455646266
332,U03S3QBFKED,16/8/2022,['U03RTJ7MJ68'],polite,0.84332,pos,0.696948112
332,U03S3QBFKED,16/8/2022,,impolite,0.2558856,neu,0.455646266
332,U03RTJ7MJ68,17/8/2022,['U03S3QBFKED'],polite,0.60847956,pos,0.696948112
332,U03S3QBFKED,18/8/2022,['U03SESRETRN'],polite,0.90616035,pos,0.798038464
332,U03SESRETRN,18/8/2022,['U03S3QBFKED'],impolite,0.30684236,neu,0.455646266
332,U03S3QBFKED,18/8/2022,,polite,0.85368097,neu,0.455646266
332,U03S3QBFKED,18/8/2022,['U0RMHEX53'],impolite,0.45763016,neu,0.455646266
332,U0RMHEX53,18/8/2022,['U03S3QBFKED'],polite,0.50469184,neg,0.214344419
332,U03S3QBFKED,18/8/2022,,polite,0.9112601,pos,0.880773656
332,U03S3QBFKED,18/8/2022,,polite,0.8020018,neu,0.455646266
332,U03S3QBFKED,18/8/2022,,polite,0.85368097,neu,0.455646266
332,U03RTJ7MJ68,18/8/2022,['U03S3QBFKED'],impolite,0.17663161,neu,0.455646266
332,U0RMHEX53,18/8/2022,['U03S3QBFKED'],impolite,0.4090955,pos,0.696948112
332,U03S3QBFKED,19/8/2022,['U03RTJ7MJ68'],polite,0.7225757,pos,0.525505452
332,U03S3QBFKED,19/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",polite,0.8523503,neg,0.224700016
332,U03SESRETRN,19/8/2022,['U03S3QBFKED'],impolite,0.2751622,neg,0.251602652
332,U03RTJ7MJ68,19/8/2022,['U03S3QBFKED'],polite,0.70046645,pos,0.722535751
332,U03S3QBFKED,19/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",polite,0.6903148,pos,0.641937428
332,U03S3QBFKED,19/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",impolite,0.055431973,neu,0.455646266
332,U03S3QBFKED,19/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",polite,0.75073475,pos,0.735411758
332,U03S3QBFKED,19/8/2022,,polite,0.8544186,pos,0.998465837
332,U0RFXPUFK,20/8/2022,,polite,0.79234225,pos,0.725549285
332,U0RFXPUFK,20/8/2022,['U03S3QBFKED'],polite,0.8454129,pos,0.65355323
332,U03RTJ7MJ68,20/8/2022,['U03S3QBFKED'],polite,0.821742,pos,0.74269903
332,U0RMHEX53,20/8/2022,['U03S3QBFKED'],polite,0.9315122,pos,0.949975344
332,U0RMHEX53,20/8/2022,"['U03RTJ7MJ68', 'U03S3QBFKED', 'U03SESRETRN']",polite,0.86256546,pos,0.885485727
332,U0RMHEX53,20/8/2022,['U03S3QBFKED'],polite,0.78443116,neg,0.413347214
332,U03RTJ7MJ68,20/8/2022,['U03S3QBFKED'],impolite,0.33419523,pos,0.65355323
332,U0RMHEX53,20/8/2022,['U03S3QBFKED'],polite,0.83580804,neu,0.455646266
