week,speaker,date,listeners,pol_label,pol_score,sen_label,sen_score
332,U03S3QBFKED,20/8/2022,,polite,0.9487143,pos,0.696948112
332,U0RMHEX53,20/8/2022,"['U03RTJ7MJ68', 'U03S3QBFKED', 'U03SESRETRN']",polite,0.81074166,pos,0.706372254
332,U03S3QBFKED,21/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN', 'U0RFXPUFK']",polite,0.8640601,pos,0.61782916
332,U0RFXPUFK,21/8/2022,['U03S3QBFKED'],polite,0.90155077,pos,0.768998959
332,U03SESRETRN,21/8/2022,['U03S3QBFKED'],impolite,0.22290379,pos,0.885485727
332,U03SESRETRN,21/8/2022,['U03S3QBFKED'],impolite,0.29561412,neu,0.455646266
332,U03SESRETRN,21/8/2022,['U03S3QBFKED'],impolite,0.3076373,neu,0.455646266
332,U0RFXPUFK,21/8/2022,['U03S3QBFKED'],impolite,0.14833574,neu,0.455646266
332,U0RFXPUFK,21/8/2022,['U03S3QBFKED'],impolite,0.41898885,neu,0.455646266
332,U0RFXPUFK,21/8/2022,['U03S3QBFKED'],polite,0.87692964,pos,0.726261575
332,U0RFXPUFK,21/8/2022,['U03S3QBFKED'],polite,0.9262855,pos,0.804613446
332,U0RFXPUFK,21/8/2022,['U03S3QBFKED'],polite,0.7110392,pos,0.629992877
332,U0RFXPUFK,21/8/2022,,polite,0.9140967,pos,0.926524574
332,U0RFXPUFK,21/8/2022,,polite,0.8925897,pos,0.888828009
332,U03SESRETRN,21/8/2022,"['U03RTJ7MJ68', 'U03S3QBFKED', 'U0RFXPUFK']",polite,0.8416577,neu,0.455646266
332,U0RFXPUFK,21/8/2022,,polite,0.71771556,pos,0.833707742
332,U03SESRETRN,21/8/2022,['U0RFXPUFK'],polite,0.8366135,pos,0.885211769
332,U03SESRETRN,21/8/2022,['U0RFXPUFK'],polite,0.62192124,pos,0.822530272
332,U0RFXPUFK,22/8/2022,"['U03SESRETRN', 'U03S3QBFKED']",polite,0.9120124,pos,0.804613446
332,U03RTJ7MJ68,22/8/2022,['U03S3QBFKED'],impolite,0.45819765,neu,0.455646266
332,U03SESRETRN,22/8/2022,['U0RFXPUFK'],impolite,0.14597237,neu,0.455646266
332,U03RTJ7MJ68,22/8/2022,['U03S3QBFKED'],impolite,0.40604135,pos,0.65355323
332,U03S3QBFKED,22/8/2022,,polite,0.7586102,neu,0.455646266
332,U0RFXPUFK,22/8/2022,['U03S3QBFKED'],polite,0.56612134,neu,0.455646266
332,U0RMHEX53,22/8/2022,['U03S3QBFKED'],impolite,0.40002754,neu,0.455646266
332,U0RMHEX53,22/8/2022,['U03S3QBFKED'],polite,0.87950253,pos,0.497945318
332,U0RMHEX53,22/8/2022,['U03S3QBFKED'],impolite,0.35323066,neg,0.399375377
332,U0RMHEX53,22/8/2022,['U03S3QBFKED'],polite,0.5056907,neu,0.455646266
332,U03S3QBFKED,22/8/2022,['U03SESRETRN'],impolite,0.23945725,neu,0.455646266
332,U03S3QBFKED,22/8/2022,,polite,0.9090895,neu,0.455646266
332,U03S3QBFKED,22/8/2022,,polite,0.8989375,pos,0.497945318
332,U03S3QBFKED,22/8/2022,['U0RFXPUFK'],polite,0.9537049,neu,0.455646266
332,U03S3QBFKED,22/8/2022,,impolite,0.27417368,neg,0.197742589
332,U03S3QBFKED,22/8/2022,['U0RFXPUFK'],polite,0.8002615,pos,0.497945318
332,U0RMHEX53,22/8/2022,['U03S3QBFKED'],polite,0.94408345,neu,0.455646266
332,U0RFXPUFK,22/8/2022,['U03S3QBFKED'],polite,0.86665416,pos,1
332,U03S3QBFKED,22/8/2022,,polite,0.9212579,pos,0.669497562
332,U0RFXPUFK,22/8/2022,['U03S3QBFKED'],polite,0.9154779,pos,0.957153033
332,U03S3QBFKED,22/8/2022,,impolite,0.21129407,neu,0.455646266
332,U03S3QBFKED,22/8/2022,['U0RFXPUFK'],polite,0.8995833,pos,0.686866473
332,U03RTJ7MJ68,22/8/2022,['U0RFXPUFK'],polite,0.54562527,pos,0.776669772
332,U03RTJ7MJ68,22/8/2022,['U03S3QBFKED'],impolite,0.094036154,pos,0.605336694
332,U0RFXPUFK,22/8/2022,['U03S3QBFKED'],polite,0.7549218,pos,0.878855953
332,U0RFXPUFK,22/8/2022,['U03S3QBFKED'],polite,0.8709273,pos,0.730864062
332,U0RFXPUFK,22/8/2022,['U03S3QBFKED'],polite,0.7638714,neg,0.285628185
333,U03SESRETRN,23/8/2022,['U0RFXPUFK'],impolite,0.28158236,neg,0.205029861
333,U03SESRETRN,23/8/2022,['U0RFXPUFK'],impolite,0.29488727,neu,0.455646266
333,U03S3QBFKED,23/8/2022,,polite,0.6912778,pos,0.61782916
333,U0RFXPUFK,23/8/2022,['U03SESRETRN'],polite,0.7759097,neg,0.33165306
333,U03S3QBFKED,23/8/2022,['U03SESRETRN'],impolite,0.26345888,neu,0.455646266
333,U03S3QBFKED,23/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",polite,0.63158876,neg,0.273683634
333,U03SESRETRN,23/8/2022,['U0RFXPUFK'],polite,0.8556299,neg,0.13462276
333,U03SESRETRN,23/8/2022,['U03S3QBFKED'],polite,0.80161935,neu,0.455646266
333,U0RFXPUFK,23/8/2022,"['U03S3QBFKED', 'U0RMHEX53']",polite,0.7370348,pos,0.828612131
333,U03SESRETRN,23/8/2022,['U03S3QBFKED'],impolite,0.15806307,neu,0.455646266
333,U03SESRETRN,23/8/2022,['U03S3QBFKED'],impolite,0.30658054,neg,0.098405567
333,U0RFXPUFK,23/8/2022,['U03S3QBFKED'],polite,0.5500275,pos,0.664840283
333,U03S3QBFKED,23/8/2022,['U0RMHEX53'],impolite,0.44734997,neu,0.455646266
333,U0RMHEX53,24/8/2022,['U03S3QBFKED'],impolite,0.3675858,neu,0.455646266
333,U03S3QBFKED,24/8/2022,,impolite,0.34775555,neu,0.455646266
333,U03S3QBFKED,24/8/2022,,impolite,0.40077695,pos,0.579639472
333,U03S3QBFKED,24/8/2022,"['U03SESRETRN', 'U0RFXPUFK']",polite,0.92676544,neu,0.455646266
333,U03RTJ7MJ68,24/8/2022,"['U03S3QBFKED', 'U0RMHEX53']",impolite,0.20169336,neu,0.455646266
333,U0RMHEX53,25/8/2022,['U03S3QBFKED'],polite,0.8829335,pos,0.952824503
333,U03S3QBFKED,25/8/2022,['U03SESRETRN'],polite,0.90625185,pos,0.924387705
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],polite,0.69327825,neu,0.455646266
333,U03S3QBFKED,25/8/2022,,polite,0.6537596,pos,0.707029752
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],polite,0.92482096,pos,0.595035888
333,U03SESRETRN,25/8/2022,['U03S3QBFKED'],impolite,0.4983135,pos,0.592625062
333,U03SESRETRN,25/8/2022,['U03S3QBFKED'],impolite,0.4296727,pos,0.822585064
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],impolite,0.3339443,neu,0.455646266
333,U03SESRETRN,25/8/2022,['U03S3QBFKED'],polite,0.7531635,pos,0.92745603
333,U03SESRETRN,25/8/2022,['U03S3QBFKED'],polite,0.5406854,pos,0.528299819
333,U03S3QBFKED,25/8/2022,,polite,0.66594815,pos,0.897813818
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],polite,0.8137828,pos,0.942523697
333,U03SESRETRN,25/8/2022,['U03S3QBFKED'],polite,0.8497142,pos,0.754314832
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],impolite,0.236344,pos,0.820119446
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],impolite,0.28068465,neu,0.455646266
333,U03SESRETRN,25/8/2022,['U03S3QBFKED'],polite,0.6096352,pos,0.833324201
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],impolite,0.12839404,pos,0.505013424
333,U03SESRETRN,25/8/2022,,impolite,0.2328323,pos,0.715358063
333,U03SESRETRN,25/8/2022,['U0RMHEX53'],polite,0.9170372,pos,0.851624569
333,U03SESRETRN,25/8/2022,,polite,0.85161424,pos,0.65355323
333,U03S3QBFKED,25/8/2022,['U03SESRETRN'],polite,0.7620926,pos,0.756944825
333,U03RTJ7MJ68,25/8/2022,['U03S3QBFKED'],polite,0.902402,pos,0.900662977
333,U03S3QBFKED,26/8/2022,,impolite,0.3373819,neu,0.455646266
333,U03SESRETRN,26/8/2022,['U03S3QBFKED'],polite,0.5331528,neu,0.455646266
333,U03SESRETRN,26/8/2022,['U03S3QBFKED'],impolite,0.11698598,pos,0.65355323
333,U03SESRETRN,26/8/2022,['U03S3QBFKED'],impolite,0.14429265,neu,0.455646266
333,U03S3QBFKED,26/8/2022,,polite,0.6147364,pos,0.817105912
333,U0RMHEX53,26/8/2022,['U03S3QBFKED'],polite,0.50776845,pos,0.750917758
333,U03RTJ7MJ68,26/8/2022,['U03S3QBFKED'],polite,0.71203923,pos,0.828666922
333,U03S3QBFKED,26/8/2022,['U03RTJ7MJ68'],polite,0.9321853,pos,0.641937428
333,U03SESRETRN,26/8/2022,['U03S3QBFKED'],polite,0.8177877,neg,0.269355104
333,U03S3QBFKED,26/8/2022,['U03SESRETRN'],polite,0.9008697,pos,0.572626157
333,U03S3QBFKED,26/8/2022,,impolite,0.36702302,neu,0.455646266
333,U03S3QBFKED,26/8/2022,,polite,0.5808065,pos,0.547696017
333,U03S3QBFKED,26/8/2022,,impolite,0.17501466,neu,0.455646266
333,U03S3QBFKED,26/8/2022,"['U03SESRETRN', 'U0RFXPUFK']",impolite,0.2372941,neu,0.455646266
333,U03SESRETRN,26/8/2022,['U03S3QBFKED'],impolite,0.051357016,pos,0.761054189
333,U03S3QBFKED,26/8/2022,,polite,0.8222618,neg,0
333,U03RTJ7MJ68,26/8/2022,['U03S3QBFKED'],polite,0.81989187,pos,0.888554052
333,U03RTJ7MJ68,26/8/2022,['U03S3QBFKED'],polite,0.7061803,pos,0.768998959
333,U03RTJ7MJ68,26/8/2022,['U03S3QBFKED'],impolite,0.1261769,pos,0.779792888
333,U03RTJ7MJ68,26/8/2022,['U03S3QBFKED'],polite,0.93942726,pos,0.573119281
333,U03SESRETRN,26/8/2022,['U03S3QBFKED'],polite,0.76074463,pos,0.696948112
333,U0RFXPUFK,28/8/2022,['U03SESRETRN'],impolite,0.1914449,neu,0.455646266
333,U0RFXPUFK,28/8/2022,"['U03SESRETRN', 'U0RMHEX53', 'U03S3QBFKED']",impolite,0.40667263,pos,0.75278067
333,U0RFXPUFK,28/8/2022,['U03S3QBFKED'],polite,0.5839649,pos,0.798038464
333,U03RTJ7MJ68,28/8/2022,['U03S3QBFKED'],polite,0.7919168,neu,0.455646266
333,U03RTJ7MJ68,28/8/2022,['U03S3QBFKED'],impolite,0.37086454,pos,0.633828283
333,U03S3QBFKED,28/8/2022,,polite,0.7452975,neu,0.455646266
333,U0RMHEX53,28/8/2022,"['U03RTJ7MJ68', 'U03S3QBFKED', 'U03SESRETRN', 'U0RFXPUFK']",impolite,0.047160037,neg,0.121801545
333,U03S3QBFKED,29/8/2022,['U03SESRETRN'],polite,0.7085494,neu,0.455646266
333,U0RFXPUFK,29/8/2022,"['U03SESRETRN', 'U03S3QBFKED']",polite,0.8684648,pos,0.892005917
333,U0RFXPUFK,29/8/2022,['U03SESRETRN'],polite,0.7881276,pos,0.916114186
334,U0RFXPUFK,30/8/2022,,polite,0.797101,pos,0.689222508
334,U0RMHEX53,30/8/2022,['U03SESRETRN'],polite,0.85657185,pos,0.95813928
334,U03S3QBFKED,30/8/2022,['U0RMHEX53'],impolite,0.27252823,neu,0.455646266
334,U03S3QBFKED,30/8/2022,['U0RMHEX53'],polite,0.9238677,pos,0.696948112
334,U0RMHEX53,30/8/2022,,polite,0.80024284,neg,0.269355104
334,U0RMHEX53,30/8/2022,,polite,0.807948,pos,0.828666922
334,U0RFXPUFK,30/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN', 'U03S3QBFKED']",polite,0.62098897,pos,0.926305408
334,U0RMHEX53,30/8/2022,,polite,0.5947874,neu,0.455646266
334,U03S3QBFKED,30/8/2022,['U0RFXPUFK'],polite,0.6701086,pos,0.707029752
334,U03S3QBFKED,30/8/2022,"['U03SESRETRN', 'U0RMHEX53', 'U0RFXPUFK']",polite,0.88733333,neu,0.455646266
334,U03S3QBFKED,30/8/2022,['U03SESRETRN'],polite,0.89939225,neu,0.455646266
334,U0RMHEX53,30/8/2022,,impolite,0.41551724,pos,0.791847022
334,U0RMHEX53,30/8/2022,,polite,0.8980412,neu,0.455646266
334,U03S3QBFKED,30/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",impolite,0.26750845,pos,0.804120322
334,U0RMHEX53,30/8/2022,['U03S3QBFKED'],polite,0.7054526,pos,0.579639472
334,U0RMHEX53,30/8/2022,['U03S3QBFKED'],impolite,0.40397796,pos,0.811024053
334,U0RFXPUFK,30/8/2022,,polite,0.5631695,neu,0.455646266
334,U03RTJ7MJ68,31/8/2022,['U0RMHEX53'],impolite,0.39853525,neu,0.455646266
334,U0RFXPUFK,31/8/2022,['U03S3QBFKED'],polite,0.8781787,pos,0.817105912
334,U03S3QBFKED,31/8/2022,,polite,0.6063901,pos,0.685715851
334,U03S3QBFKED,31/8/2022,,impolite,0.1316611,neu,0.455646266
334,U03RTJ7MJ68,31/8/2022,['U0RMHEX53'],polite,0.7565342,neu,0.455646266
334,U0RMHEX53,31/8/2022,,polite,0.84950835,neu,0.455646266
334,U0RMHEX53,31/8/2022,['U03RTJ7MJ68'],polite,0.82026124,pos,0.829598378
334,U0RMHEX53,31/8/2022,['U03RTJ7MJ68'],impolite,0.21293707,pos,0.696948112
334,U0RMHEX53,31/8/2022,['U03S3QBFKED'],polite,0.86940354,neu,0.455646266
334,U03RTJ7MJ68,31/8/2022,['U0RMHEX53'],impolite,0.29254827,pos,0.707029752
334,U0RMHEX53,31/8/2022,,polite,0.9165099,pos,0.790641609
334,U0RMHEX53,31/8/2022,"['U03S3QBFKED', 'U0RFXPUFK']",polite,0.8742134,pos,0.61782916
334,U0RMHEX53,31/8/2022,,polite,0.9121794,pos,0.858418717
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],polite,0.85076123,pos,0.773930196
334,U03S3QBFKED,31/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN', 'U0RFXPUFK']",impolite,0.4956803,pos,0.573119281
334,U0RFXPUFK,31/8/2022,,polite,0.769778,neu,0.455646266
334,U03S3QBFKED,31/8/2022,['U0RMHEX53'],impolite,0.30707037,neu,0.455646266
334,U0RMHEX53,31/8/2022,,impolite,0.43905807,neu,0.455646266
334,U03S3QBFKED,31/8/2022,,impolite,0.10847861,neu,0.455646266
334,U0RMHEX53,31/8/2022,['U03SESRETRN'],polite,0.87141985,neu,0.455646266
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],polite,0.61551255,pos,0.756287327
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],impolite,0.49979594,neu,0.455646266
334,U0RFXPUFK,31/8/2022,['U03S3QBFKED'],polite,0.6379743,pos,0.675853378
334,U03RTJ7MJ68,31/8/2022,['U0RFXPUFK'],polite,0.88686824,pos,0.913703359
334,U0RMHEX53,31/8/2022,['U03SESRETRN'],polite,0.80308056,pos,0.675853378
334,U03S3QBFKED,31/8/2022,"['U03RTJ7MJ68', 'U03SESRETRN']",impolite,0.28247777,neu,0.455646266
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],polite,0.73991776,neu,0.455646266
334,U03RTJ7MJ68,31/8/2022,['U03S3QBFKED'],impolite,0.3966219,pos,0.823023396
334,U0RFXPUFK,31/8/2022,,polite,0.8847353,pos,0.962960934
334,U0RFXPUFK,31/8/2022,['U03S3QBFKED'],impolite,0.3801739,pos,0.76905375
334,U03S3QBFKED,31/8/2022,"['U0RMHEX53', 'U0RFXPUFK']",impolite,0.20734227,pos,0.791189524
334,U03S3QBFKED,31/8/2022,,polite,0.865721,neg,0.117801764
334,U03S3QBFKED,31/8/2022,,impolite,0.47940385,neu,0.455646266
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],polite,0.64259535,neu,0.455646266
334,U03S3QBFKED,31/8/2022,,polite,0.76800686,pos,0.86143225
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],polite,0.92548436,pos,0.605336694
334,U0RMHEX53,31/8/2022,,impolite,0.47202677,neu,0.455646266
334,U0RFXPUFK,31/8/2022,['U03S3QBFKED'],polite,0.8178922,pos,0.65355323
334,U0RFXPUFK,31/8/2022,['U03S3QBFKED'],polite,0.6782719,neu,0.455646266
334,U0RMHEX53,31/8/2022,,polite,0.7517295,neg,0.413347214
334,U0RMHEX53,31/8/2022,['U03S3QBFKED'],polite,0.800781,pos,0.802421785
334,U03RTJ7MJ68,31/8/2022,['U0RMHEX53'],impolite,0.36602098,neu,0.455646266
334,U03S3QBFKED,31/8/2022,"['U03RTJ7MJ68', 'U0RMHEX53']",polite,0.55981505,pos,0.768998959
334,U03RTJ7MJ68,31/8/2022,['U0RMHEX53'],polite,0.520422,neu,0.455646266
334,U03S3QBFKED,31/8/2022,,impolite,0.34534335,neu,0.455646266
334,U03S3QBFKED,31/8/2022,,polite,0.66642123,neu,0.455646266
334,U03S3QBFKED,31/8/2022,['U0RFXPUFK'],polite,0.6090336,neu,0.455646266
334,U0RMHEX53,1/9/2022,,polite,0.8477086,pos,0.938195167
334,U03RTJ7MJ68,1/9/2022,['U0RMHEX53'],polite,0.6138709,neg,0.127225905
334,U03RTJ7MJ68,1/9/2022,['U0RMHEX53'],impolite,0.10273405,neu,0.458495425
334,U03RTJ7MJ68,1/9/2022,['U0RFXPUFK'],polite,0.72377694,pos,0.928223111
334,U0RFXPUFK,1/9/2022,['U03S3QBFKED'],polite,0.89606583,pos,0.839351268
334,U0RMHEX53,2/9/2022,"['U03RTJ7MJ68', 'U0RFXPUFK']",polite,0.52951753,neu,0.455646266
334,U0RFXPUFK,2/9/2022,['U0RMHEX53'],polite,0.5918878,neu,0.455646266
334,U03SESRETRN,5/9/2022,['U0RFXPUFK'],polite,0.8169046,pos,0.696948112
334,U03RTJ7MJ68,5/9/2022,['U0RMHEX53'],polite,0.6209982,neu,0.455646266
334,U0RMHEX53,5/9/2022,,polite,0.88035345,pos,0.675086297
334,U03SESRETRN,5/9/2022,['U0RMHEX53'],polite,0.8120255,neu,0.455646266
334,U03SESRETRN,5/9/2022,['U0RFXPUFK'],polite,0.5728908,neu,0.455646266
335,U03SESRETRN,6/9/2022,['U0RFXPUFK'],polite,0.58077306,neu,0.455646266